Noun,Class,Jaro-Winkler_Score,Cosine_Sim_Score
yr,year,0.5833333333333334,0.5226923823356628
yr,boy,0.0,0.40927979350090027
yr,girl,0.5833333333333334,0.39927250146865845
yr,child,0.0,0.35097482800483704
yr,sister,0.0,0.34720858931541443
yr,day,0.0,0.3392902612686157
yr,grandchild,0.5333333333333333,0.33703187108039856
yr,baby,0.0,0.32955989241600037
yr,wife,0.0,0.3295128047466278
yr,mother,0.0,0.3173759877681732
yr,half,0.0,0.3166784346103668
yr,school,0.0,0.3127231001853943
yr,teacher,0.0,0.30989423394203186
yr,couple,0.0,0.3084634244441986
yr,person,0.5555555555555555,0.300265371799469
yr,parent,0.5555555555555555,0.29953014850616455
yr,birth,0.5666666666666667,0.29749277234077454
yr,dog,0.0,0.2914789915084839
yr,grandparent,0.5303030303030303,0.2910342216491699
yr,father,0.0,0.29029908776283264
yr,mean,0.0,0.286996066570282
yr,grandfather,0.5303030303030303,0.28459811210632324
yr,spouse,0.0,0.2820599377155304
yr,horse,0.5666666666666667,0.27683696150779724
yr,student,0.0,0.2727802097797394
yr,house,0.0,0.27093055844306946
yr,period,0.5555555555555555,0.26415133476257324
yr,time,0.0,0.26288557052612305
yr,thousand,0.0,0.26287347078323364
yr,infant,0.0,0.26141074299812317
yr,job,0.0,0.259978324174881
yr,woman,0.0,0.25811904668807983
yr,acre,0.5833333333333334,0.2574707269668579
yr,home,0.0,0.2557053565979004
yr,think,0.0,0.2546491324901581
yr,life,0.0,0.2535867989063263
yr,man,0.0,0.2520703375339508
yr,neighbor,0.0,0.2487911880016327
yr,degree,0.5555555555555555,0.24814870953559875
yr,thing,0.0,0.24711093306541443
yr,gpa,0.0,0.24673964083194733
yr,chance,0.0,0.24347619712352753
yr,foot,0.0,0.2425079196691513
yr,hour,0.0,0.2420402318239212
yr,adulthood,0.0,0.24087372422218323
yr,birthdate,0.5370370370370371,0.2387603223323822
yr,birthdate,0.5370370370370371,0.2387603223323822
yr,contract,0.5416666666666666,0.23438851535320282
yr,groom,0.5666666666666667,0.23247851431369781
yr,anniversary,0.0,0.2320718616247177
yr,family,0.0,0.23054446280002594
yr,whole,0.0,0.2274729162454605
yr,figure,0.0,0.2243027687072754
yr,cause,0.0,0.22227007150650024
yr,cause,0.0,0.22227007150650024
yr,pet,0.0,0.22218266129493713
yr,care,0.5833333333333334,0.2206651121377945
yr,class,0.0,0.21982157230377197
yr,duration,0.5416666666666666,0.21840691566467285
yr,deceased,0.0,0.2174767553806305
yr,decade,0.0,0.21347884833812714
yr,interest,0.5416666666666666,0.21276339888572693
yr,money,0.0,0.21244511008262634
yr,earn,0.5833333333333334,0.20968109369277954
yr,rest,0.5833333333333334,0.2093021720647812
yr,marriage,0.5416666666666666,0.20916181802749634
yr,write,0.5666666666666667,0.20553691685199738
yr,reason,0.5555555555555555,0.20518788695335388
yr,course,0.5555555555555555,0.20359979569911957
yr,record,0.5555555555555555,0.20117594301700592
yr,gift,0.0,0.20050925016403198
yr,condition,0.0,0.19857023656368256
yr,promise,0.5476190476190476,0.19791612029075623
yr,bride,0.5666666666666667,0.19679227471351624
