Verb,Predicate,Jaro-Winkler_Score,Cosine_Sim_Score
occur,cause,0.6,0.626107931137085
occur,cause,0.6,0.626107931137085
occur,result,0.45555555555555555,0.5969751477241516
occur,consequence,0.5131313131313131,0.5665335655212402
occur,damage,0.0,0.5051979422569275
occur,risk,0.0,0.502190351486206
occur,suffer,0.5777777777777778,0.49541130661964417
occur,effect,0.45555555555555555,0.48401904106140137
occur,change,0.45555555555555555,0.47467195987701416
occur,symptom,0.0,0.46896684169769287
occur,disease,0.0,0.4671870470046997
occur,condition,0.37407407407407406,0.4657682478427887
occur,impact,0.45555555555555555,0.46249765157699585
occur,outcome,0.565079365079365,0.4620705246925354
occur,activity,0.44166666666666665,0.4615650177001953
occur,probability,0.3606060606060606,0.4597574472427368
occur,situation,0.43703703703703706,0.4595160484313965
occur,circumstance,0.6277777777777778,0.45810434222221375
occur,time,0.0,0.44807565212249756
occur,duration,0.5499999999999999,0.4465736746788025
occur,instance,0.0,0.4461139738559723
occur,pain,0.0,0.44429782032966614
occur,process,0.5619047619047619,0.4326608180999756
occur,fact,0.48333333333333334,0.43218815326690674
occur,period,0.45555555555555555,0.43209126591682434
occur,difficulty,0.5333333333333333,0.43135401606559753
occur,place,0.4666666666666666,0.42568239569664
occur,frequency,0.37407407407407406,0.4254113435745239
occur,reason,0.0,0.41721242666244507
occur,basis,0.0,0.41511082649230957
occur,manner,0.45555555555555555,0.4125657081604004
occur,individual,0.43333333333333335,0.41161853075027466
occur,end,0.0,0.4082288444042206
occur,major,0.4666666666666666,0.40699270367622375
occur,treatment,0.43703703703703706,0.4050127863883972
occur,order,0.6,0.4022785425186157
occur,injury,0.5777777777777778,0.4008624255657196
occur,loss,0.48333333333333334,0.4007834196090698
occur,event,0.0,0.3988112509250641
occur,majority,0.5499999999999999,0.3974039852619171
occur,shift,0.0,0.3946439027786255
occur,conclusion,0.65,0.3942010700702667
occur,minor,0.4666666666666666,0.3927227854728699
occur,context,0.3952380952380952,0.3924238383769989
occur,patient,0.0,0.3921220898628235
occur,mean,0.0,0.3878595530986786
occur,ability,0.0,0.37309643626213074
occur,environment,0.43030303030303035,0.37172046303749084
occur,blood,0.0,0.36986202001571655
occur,death,0.0,0.3688274025917053
occur,adulthood,0.43703703703703706,0.36847174167633057
occur,component,0.37407407407407406,0.36372843384742737
occur,point,0.4666666666666666,0.3614807724952698
occur,birth,0.0,0.36057475209236145
occur,origin,0.45555555555555555,0.35802707076072693
occur,response,0.0,0.35770973563194275
occur,fear,0.48333333333333334,0.3573846220970154
occur,case,0.48333333333333334,0.35725584626197815
occur,issue,0.4666666666666666,0.3562502861022949
occur,region,0.0,0.3556089699268341
occur,subject,0.44761904761904764,0.3548964262008667
occur,influence,0.43703703703703706,0.3548717498779297
occur,emergency,0.43703703703703706,0.35478225350379944
occur,day,0.0,0.35419782996177673
occur,human,0.0,0.35340172052383423
occur,attention,0.0,0.3533705770969391
occur,violence,0.44166666666666665,0.35319748520851135
occur,person,0.45555555555555555,0.3521984815597534
occur,action,0.45555555555555555,0.3513219952583313
occur,population,0.5333333333333333,0.34987011551856995
occur,intensity,0.0,0.34938928484916687
occur,factor,0.5777777777777778,0.3471766412258148
occur,suspect,0.44761904761904764,0.3470466136932373
occur,fraction,0.3833333333333333,0.3466888964176178
occur,number,0.5777777777777778,0.3429483473300934
occur,distribution,0.35555555555555557,0.3425515592098236
occur,area,0.0,0.3421753942966461
occur,use,0.0,0.3412286937236786
