Verb,Predicate,Jaro-Winkler_Score,Cosine_Sim_Score
arrive,arrival,0.9246031746031746,0.6951175928115845
arrive,return,0.5555555555555555,0.4806237816810608
arrive,order,0.5888888888888889,0.47918495535850525
arrive,day,0.5,0.47427085041999817
arrive,train,0.5888888888888889,0.4710817337036133
arrive,ship,0.47222222222222215,0.469658762216568
arrive,place,0.5777777777777778,0.46448251605033875
arrive,destination,0.3383838383838384,0.4523234963417053
arrive,rest,0.47222222222222215,0.450957328081131
arrive,time,0.611111111111111,0.44509950280189514
arrive,chance,0.5555555555555555,0.44473758339881897
arrive,hour,0.47222222222222215,0.4242934584617615
arrive,dinner,0.5555555555555555,0.4066448509693146
arrive,meeting,0.4365079365079365,0.39051568508148193
arrive,occasion,0.5277777777777778,0.38700753450393677
arrive,charge,0.6666666666666666,0.383287250995636
arrive,end,0.0,0.37884092330932617
arrive,tour,0.47222222222222215,0.37693271040916443
arrive,couple,0.4444444444444444,0.37348634004592896
arrive,ceremony,0.5277777777777778,0.3728562593460083
arrive,escape,0.4444444444444444,0.37208372354507446
arrive,conclusion,0.4222222222222222,0.37021857500076294
arrive,situation,0.4259259259259259,0.36622411012649536
arrive,town,0.0,0.3658062517642975
arrive,camp,0.47222222222222215,0.3636626899242401
arrive,set,0.0,0.36189350485801697
arrive,travel,0.6944444444444443,0.3562166094779968
arrive,ticket,0.5555555555555555,0.3556021749973297
arrive,location,0.5277777777777778,0.3550804853439331
arrive,location,0.5277777777777778,0.3550804853439331
arrive,promise,0.6428571428571429,0.35296329855918884
arrive,residence,0.611111111111111,0.3526405692100525
arrive,point,0.45555555555555555,0.35215994715690613
arrive,transport,0.35185185185185186,0.35136446356773376
arrive,meal,0.47222222222222215,0.3500198423862457
arrive,opportunity,0.41919191919191917,0.34777501225471497
arrive,right,0.5777777777777778,0.3456449508666992
arrive,road,0.4444444444444444,0.34526094794273376
arrive,reason,0.38888888888888884,0.3380051553249359
arrive,crew,0.47222222222222215,0.3337969481945038
arrive,coast,0.45555555555555555,0.33094796538352966
arrive,attention,0.5,0.3300040662288666
arrive,mail,0.611111111111111,0.3297843337059021
arrive,half,0.47222222222222215,0.32879334688186646
arrive,funeral,0.373015873015873,0.3278386890888214
arrive,purchase,0.5277777777777778,0.3263053596019745
arrive,tourist,0.5396825396825397,0.3252790570259094
arrive,station,0.5396825396825397,0.3251575529575348
arrive,shop,0.0,0.32506150007247925
arrive,village,0.5396825396825397,0.3247731029987335
arrive,store,0.5777777777777778,0.3230159878730774
arrive,witness,0.5396825396825397,0.3227234482765198
arrive,hospital,0.4305555555555555,0.32205650210380554
arrive,desire,0.5555555555555555,0.3191155791282654
arrive,attempt,0.5396825396825397,0.31813710927963257
arrive,invitation,0.5111111111111111,0.31781041622161865
arrive,event,0.0,0.3167019188404083
arrive,house,0.45555555555555555,0.3127468228340149
arrive,transportation,0.4603174603174603,0.31272459030151367
