CQ_String,Enslaved_String,Jaro-Winkler_Score,Cosine_Sim_Score
partnership,establish,0.5367003367003367,0.5524089932441711
partnership,company,0.5670995670995671,0.5495811700820923
partnership,organization,0.4904040404040404,0.5467509031295776
partnership,funding,0.41125541125541126,0.5330271124839783
partnership,organisation,0.5707070707070706,0.5264517068862915
partnership,relationship,0.7079124579124579,0.5262978672981262
partnership,association,0.404040404040404,0.5113784074783325
partnership,acquisition,0.49242424242424243,0.501956045627594
partnership,success,0.48917748917748916,0.5005795955657959
partnership,success,0.48917748917748916,0.5005795955657959
partnership,behalf,0.3383838383838384,0.4948989450931549
partnership,investment,0.4212121212121212,0.48493263125419617
partnership,ownership,0.757094757094757,0.4831145107746124
partnership,community,0.42424242424242414,0.48167967796325684
partnership,effort,0.5050505050505051,0.4816063344478607
partnership,opportunity,0.6363636363636364,0.4766677916049957
partnership,contract,0.4545454545454546,0.46712368726730347
partnership,fund,0.44696969696969696,0.4660220146179199
partnership,project,0.5616883116883117,0.4659988582134247
partnership,institution,0.404040404040404,0.45919495820999146
partnership,contribution,0.4823232323232323,0.44425442814826965
partnership,responsibility,0.5468975468975469,0.43914687633514404
partnership,director,0.537878787878788,0.43855351209640503
partnership,provider,0.6212121212121212,0.43109044432640076
partnership,affiliation,0.404040404040404,0.4301016330718994
partnership,research,0.6265151515151516,0.41782939434051514
partnership,support,0.5670995670995671,0.41755998134613037
partnership,support,0.5670995670995671,0.41755998134613037
partnership,mission,0.32251082251082247,0.41685938835144043
partnership,mission,0.32251082251082247,0.41685938835144043
partnership,part,0.8650137741046833,0.4071500301361084
partnership,assistance,0.5181818181818182,0.4025295078754425
partnership,focus,0.43030303030303035,0.40009841322898865
partnership,focus,0.43030303030303035,0.40009841322898865
partnership,asset,0.5131313131313131,0.39761805534362793
partnership,employment,0.41313131313131307,0.39473065733909607
partnership,interest,0.6265151515151516,0.394264817237854
partnership,entity,0.3383838383838384,0.39175957441329956
partnership,brand,0.5131313131313131,0.38843128085136414
partnership,employer,0.5492424242424242,0.3882850110530853
partnership,employer,0.5492424242424242,0.3882850110530853
partnership,role,0.5606060606060607,0.3874031901359558
partnership,role,0.5606060606060607,0.3874031901359558
partnership,employee,0.4772727272727273,0.3868897259235382
partnership,public,0.41919191919191917,0.38641050457954407
partnership,portfolio,0.6026936026936026,0.38637062907218933
partnership,parent,0.8494031221303948,0.3842737078666687
partnership,parent,0.8494031221303948,0.3842737078666687
partnership,plan,0.6742424242424242,0.3756745755672455
partnership,president,0.6033670033670034,0.3736087381839752
partnership,acquire,0.5670995670995671,0.3720296323299408
partnership,provide,0.5670995670995671,0.3705875873565674
partnership,service,0.32251082251082247,0.36883288621902466
partnership,friendship,0.7311688311688312,0.3684636652469635
partnership,donation,0.537878787878788,0.3683284521102905
partnership,award,0.5272727272727272,0.36725375056266785
partnership,group,0.3606060606060606,0.3638559579849243
partnership,experience,0.5181818181818182,0.36370745301246643
partnership,major,0.5272727272727272,0.3626576066017151
partnership,department,0.5484848484848485,0.36219093203544617
partnership,beneficiary,0.4090909090909091,0.36034560203552246
partnership,government,0.41313131313131307,0.35969728231430054
partnership,event,0.5131313131313131,0.35932284593582153
partnership,faculty,0.48917748917748916,0.3592139184474945
partnership,purpose,0.5616883116883117,0.3557601869106293
partnership,nation,0.47979797979797983,0.3545675277709961
partnership,donor,0.3606060606060606,0.35334905982017517
partnership,donor,0.3606060606060606,0.35334905982017517
partnership,manager,0.5616883116883117,0.3521970808506012
partnership,manager,0.5616883116883117,0.3521970808506012
partnership,decision,0.4545454545454546,0.3519842326641083
partnership,decade,0.3383838383838384,0.3488655686378479
partnership,concern,0.45598845598845594,0.34721165895462036
partnership,respect,0.4783549783549783,0.3462037742137909
partnership,represent,0.5707070707070706,0.34522145986557007
partnership,distribution,0.4823232323232323,0.34389087557792664
partnership,knowledge,0.468013468013468,0.34289613366127014
partnership,knowledge,0.468013468013468,0.34289613366127014
partnership,help,0.393939393939394,0.33985021710395813
partnership,basis,0.5272727272727272,0.33879387378692627
partnership,exchange,0.5492424242424242,0.3387422561645508
partnership,impact,0.5909090909090909,0.3383225202560425
partnership,authority,0.5193602693602694,0.3377443850040436
partnership,literacy,0.4545454545454546,0.33712756633758545
partnership,serve,0.3606060606060606,0.3348778486251831
partnership,resource,0.5492424242424242,0.3344258666038513
partnership,university,0.5848484848484848,0.3343885540962219
partnership,country,0.45598845598845594,0.3322787284851074
partnership,country,0.45598845598845594,0.3322787284851074
partnership,meeting,0.45598845598845594,0.3315533399581909
partnership,capital,0.45598845598845594,0.3313688039779663
partnership,marriage,0.537878787878788,0.3301430940628052
partnership,veteran,0.5896103896103896,0.3299732804298401
partnership,reputation,0.604040404040404,0.3297146260738373
partnership,world,0.43030303030303035,0.32842209935188293
partnership,promise,0.5616883116883117,0.32794156670570374
partnership,build,0.0,0.3278036117553711
partnership,environment,0.404040404040404,0.3273594379425049
partnership,practice,0.654040404040404,0.3268645107746124
partnership,trade,0.6378787878787878,0.3253921568393707
partnership,trade,0.6378787878787878,0.3253921568393707
partnership,customer,0.5492424242424242,0.32334741950035095
partnership,manage,0.5909090909090909,0.3230978846549988
partnership,society,0.32251082251082247,0.322566419839859
partnership,counsel,0.45598845598845594,0.32195550203323364
partnership,member,0.3383838383838384,0.3208230435848236
partnership,member,0.3383838383838384,0.3208230435848236
partnership,involve,0.48917748917748916,0.31994569301605225
partnership,producer,0.6212121212121212,0.31944286823272705
partnership,year,0.5631313131313131,0.31871330738067627
partnership,year,0.5631313131313131,0.31871330738067627
partnership,participant,0.6969696969696969,0.31840288639068604
partnership,participant,0.6969696969696969,0.31840288639068604
partnership,participant,0.6969696969696969,0.31840288639068604
partnership,website,0.45598845598845594,0.31624019145965576
partnership,website,0.45598845598845594,0.31624019145965576
partnership,process,0.6450216450216449,0.3114588260650635
partnership,sign,0.44696969696969696,0.31142979860305786
partnership,honor,0.3606060606060606,0.30984222888946533
partnership,publication,0.5151515151515151,0.30964913964271545
partnership,estate,0.47979797979797983,0.3096015751361847
partnership,aid,0.47474747474747475,0.309038370847702
partnership,official,0.4053030303030303,0.3087369501590729
partnership,supplier,0.537878787878788,0.308616578578949
partnership,owner,0.5131313131313131,0.308124840259552
partnership,owner,0.5131313131313131,0.308124840259552
partnership,officer,0.32251082251082247,0.3072631061077118
partnership,creativity,0.5181818181818182,0.30666765570640564
partnership,own,0.47474747474747475,0.30625635385513306
partnership,publisher,0.5367003367003367,0.3057636618614197
partnership,publisher,0.5367003367003367,0.3057636618614197
partnership,study,0.43030303030303035,0.3020697832107544
partnership,study,0.43030303030303035,0.3020697832107544
partnership,study,0.43030303030303035,0.3020697832107544
partnership,struggle,0.43813131313131315,0.30180060863494873
partnership,consumer,0.537878787878788,0.2996724843978882
partnership,market,0.5934343434343434,0.29899561405181885
partnership,contractor,0.5181818181818182,0.2986823618412018
partnership,desire,0.3383838383838384,0.2980312407016754
partnership,state,0.5131313131313131,0.29697728157043457
partnership,idea,0.393939393939394,0.2969433665275574
partnership,supporter,0.6700336700336701,0.2961726784706116
partnership,fact,0.5606060606060607,0.2954609990119934
partnership,transaction,0.6414141414141414,0.2949989438056946
partnership,attend,0.5934343434343434,0.2934321165084839
partnership,product,0.5670995670995671,0.2933245003223419
partnership,product,0.5670995670995671,0.2933245003223419
partnership,principle,0.6818181818181818,0.2921569347381592
partnership,ability,0.48917748917748916,0.2918165922164917
partnership,objective,0.42424242424242414,0.29054489731788635
partnership,statement,0.436026936026936,0.28994959592819214
partnership,independence,0.39646464646464646,0.28870370984077454
partnership,coordinate,0.5045454545454545,0.2875957787036896
partnership,coordinate,0.5045454545454545,0.2875957787036896
partnership,broker,0.5909090909090909,0.2873680889606476
partnership,broker,0.5909090909090909,0.2873680889606476
partnership,property,0.6265151515151516,0.2865687310695648
partnership,care,0.6742424242424242,0.2862790524959564
partnership,belief,0.41919191919191917,0.2854757606983185
partnership,individual,0.46060606060606063,0.2854689061641693
partnership,distribute,0.4212121212121212,0.2848052680492401
partnership,chance,0.5909090909090909,0.28450480103492737
partnership,family,0.41919191919191917,0.28340446949005127
partnership,researcher,0.5848484848484848,0.2829674482345581
partnership,transportation,0.6412337662337663,0.2828333377838135
partnership,pension,0.5616883116883117,0.28282827138900757
partnership,anniversary,0.5858585858585857,0.2820703089237213
partnership,purchase,0.654040404040404,0.2808796167373657
partnership,money,0.5272727272727272,0.280487984418869
partnership,result,0.47979797979797983,0.2776940166950226
partnership,result,0.47979797979797983,0.2776940166950226
partnership,commemorate,0.4545454545454546,0.276617169380188
partnership,justice,0.48917748917748916,0.2754471004009247
partnership,jurisdiction,0.4823232323232323,0.27527713775634766
partnership,influence,0.468013468013468,0.27442240715026855
partnership,debt,0.393939393939394,0.27373355627059937
partnership,context,0.45598845598845594,0.27363213896751404
partnership,introduction,0.4823232323232323,0.2731042206287384
partnership,situation,0.436026936026936,0.2728630602359772
partnership,force,0.5272727272727272,0.2723323702812195
partnership,ceremony,0.43813131313131315,0.2712438106536865
partnership,outcome,0.48917748917748916,0.27072587609291077
partnership,outcome,0.48917748917748916,0.27072587609291077
partnership,attorney,0.6265151515151516,0.27040064334869385
partnership,place,0.6242424242424242,0.26987317204475403
partnership,place,0.6242424242424242,0.26987317204475403
partnership,action,0.5909090909090909,0.26926982402801514
partnership,student,0.45598845598845594,0.26921114325523376
partnership,receive,0.48917748917748916,0.2686728239059448
partnership,affect,0.47979797979797983,0.26836180686950684
partnership,energy,0.47979797979797983,0.26745301485061646
partnership,recipient,0.5367003367003367,0.2659496068954468
partnership,recipient,0.5367003367003367,0.2659496068954468
partnership,report,0.6292929292929292,0.2656887173652649
partnership,donate,0.5934343434343434,0.2652856409549713
partnership,evaluate,0.5492424242424242,0.2645445764064789
partnership,activism,0.537878787878788,0.2618861198425293
partnership,information,0.49242424242424243,0.26179444789886475
partnership,to,0.5303030303030303,0.2613373398780823
partnership,host,0.44696969696969696,0.2600136995315552
