CQ_String,Enslaved_String,Jaro-Winkler_Score,Cosine_Sim_Score
program,plan,0.46428571428571425,0.5375031232833862
program,project,0.6190476190476191,0.5194332599639893
program,software,0.4900793650793651,0.5159769654273987
program,student,0.0,0.5042350888252258
program,funding,0.0,0.5036882758140564
program,system,0.4365079365079365,0.49430736899375916
program,organization,0.5515873015873015,0.4922959506511688
program,assistance,0.4142857142857143,0.4878343641757965
program,effort,0.5396825396825397,0.48728203773498535
program,faculty,0.0,0.4853258728981018
program,process,0.6190476190476191,0.4803409278392792
program,participant,0.45598845598845594,0.4720965325832367
program,participant,0.45598845598845594,0.4720965325832367
program,participant,0.45598845598845594,0.4720965325832367
program,enroll,0.5396825396825397,0.4716932475566864
program,school,0.4365079365079365,0.4713023602962494
program,school,0.4365079365079365,0.4713023602962494
program,instruction,0.41125541125541126,0.47114643454551697
program,support,0.6190476190476191,0.4675730764865875
program,support,0.6190476190476191,0.4675730764865875
program,research,0.4900793650793651,0.46275803446769714
program,mission,0.0,0.4551343023777008
program,mission,0.0,0.4551343023777008
program,tool,0.46428571428571425,0.4551086723804474
program,tool,0.46428571428571425,0.4551086723804474
program,opportunity,0.45598845598845594,0.4531420171260834
program,receive,0.42857142857142855,0.4488447606563568
program,course,0.373015873015873,0.4482143819332123
program,course,0.373015873015873,0.4482143819332123
program,aid,0.0,0.44782060384750366
program,component,0.335978835978836,0.4465937614440918
program,task,0.0,0.4397832453250885
program,university,0.4142857142857143,0.43806493282318115
program,fund,0.0,0.4380507171154022
program,help,0.0,0.4378581941127777
program,community,0.5026455026455027,0.4347526729106903
program,study,0.0,0.4334416687488556
program,study,0.0,0.4334416687488556
program,study,0.0,0.4334416687488556
program,resource,0.6011904761904762,0.43161696195602417
program,provide,0.6190476190476191,0.42778879404067993
program,option,0.373015873015873,0.426617830991745
program,instructor,0.4142857142857143,0.42578375339508057
program,institution,0.0,0.4217735528945923
program,focus,0.44761904761904764,0.4192643463611603
program,focus,0.44761904761904764,0.4192643463611603
program,success,0.0,0.4189554452896118
program,success,0.0,0.4189554452896118
program,establish,0.41798941798941797,0.41788947582244873
program,host,0.46428571428571425,0.41713273525238037
program,class,0.0,0.41539645195007324
program,classroom,0.4761904761904761,0.41533714532852173
program,information,0.4783549783549783,0.41418999433517456
program,public,0.4365079365079365,0.4136764109134674
program,literacy,0.5119047619047619,0.4126981794834137
program,teach,0.0,0.41179999709129333
program,part,0.5952380952380952,0.41002294421195984
program,state,0.0,0.40943020582199097
program,department,0.5738095238095239,0.4010692238807678
program,purpose,0.6190476190476191,0.4004274010658264
program,teacher,0.42857142857142855,0.3992098867893219
program,database,0.4226190476190476,0.395059198141098
program,website,0.0,0.39397311210632324
program,website,0.0,0.39397311210632324
program,evaluate,0.4226190476190476,0.39247241616249084
program,manager,0.5079365079365079,0.38889577984809875
program,manager,0.5079365079365079,0.38889577984809875
program,service,0.42857142857142855,0.3872123956680298
program,individual,0.4142857142857143,0.3861461579799652
program,care,0.46428571428571425,0.38516271114349365
program,recipient,0.41798941798941797,0.3843379318714142
program,recipient,0.41798941798941797,0.3843379318714142
program,environment,0.5670995670995671,0.3832075893878937
program,complete,0.3452380952380952,0.381533145904541
program,employment,0.5761904761904763,0.3776540160179138
program,step,0.0,0.3762758672237396
program,use,0.0,0.374632328748703
program,award,0.44761904761904764,0.374176949262619
program,time,0.0,0.373196005821228
program,time,0.0,0.373196005821228
program,session,0.0,0.37269943952560425
program,access,0.0,0.37216389179229736
program,address,0.42857142857142855,0.3701288402080536
program,address,0.42857142857142855,0.3701288402080536
program,major,0.5619047619047619,0.36968591809272766
program,employee,0.5119047619047619,0.3683142066001892
program,basis,0.0,0.3672243654727936
program,change,0.4365079365079365,0.3662976026535034
program,donation,0.5119047619047619,0.36570990085601807
program,money,0.44761904761904764,0.3649323284626007
program,event,0.0,0.3648870885372162
program,activity,0.0,0.36453717947006226
program,build,0.0,0.36337360739707947
program,report,0.6626984126984127,0.36194100975990295
program,director,0.5119047619047619,0.36093270778656006
program,language,0.5119047619047619,0.35885030031204224
program,attend,0.0,0.35843944549560547
program,trial,0.5619047619047619,0.3566873073577881
program,field,0.0,0.3561861217021942
program,field,0.0,0.3561861217021942
program,experience,0.49523809523809526,0.35584402084350586
program,script,0.4365079365079365,0.35580217838287354
program,group,0.5619047619047619,0.35385632514953613
program,permit,0.5396825396825397,0.3538334369659424
program,practice,0.6011904761904762,0.3534960150718689
program,set,0.0,0.35332566499710083
program,performance,0.7684638593729504,0.353080689907074
program,performance,0.7684638593729504,0.353080689907074
program,degree,0.373015873015873,0.35248956084251404
program,method,0.4365079365079365,0.35194525122642517
program,to,0.5476190476190476,0.35108399391174316
program,government,0.5738095238095239,0.35081446170806885
program,master,0.4365079365079365,0.3500601649284363
