CQ_String,Enslaved_String,Jaro-Winkler_Score,Cosine_Sim_Score
child,child,1.0,1.0
child,infant,0.45555555555555555,0.7239620089530945
child,baby,0.0,0.665341854095459
child,mother,0.45555555555555555,0.6642999053001404
child,parent,0.0,0.6552959084510803
child,parent,0.0,0.6552959084510803
child,boy,0.0,0.628415584564209
child,birth,0.4666666666666666,0.6081988215446472
child,father,0.45555555555555555,0.5864647030830383
child,girl,0.6333333333333333,0.5674288272857666
child,age,0.0,0.5658277273178101
child,grandchild,0.43333333333333335,0.5615379214286804
child,person,0.0,0.5486077666282654
child,spouse,0.0,0.539172351360321
child,victim,0.41111111111111115,0.5302677154541016
child,victim,0.41111111111111115,0.5302677154541016
child,family,0.5777777777777778,0.5271455645561218
child,school,0.7000000000000001,0.51341712474823
child,school,0.7000000000000001,0.51341712474823
child,woman,0.0,0.5058090090751648
child,sister,0.45555555555555555,0.504784107208252
child,grandparent,0.43030303030303035,0.5018237233161926
child,death,0.0,0.49745696783065796
child,care,0.48333333333333334,0.4970407485961914
child,teacher,0.0,0.49503424763679504
child,life,0.48333333333333334,0.48537182807922363
child,wife,0.48333333333333334,0.48517531156539917
child,brother,0.0,0.4692082703113556
child,adulthood,0.37407407407407406,0.46646982431411743
child,offender,0.44166666666666665,0.4656115770339966
child,marriage,0.44166666666666665,0.4636019766330719
child,worker,0.0,0.46003812551498413
child,student,0.44761904761904764,0.4437532424926758
child,attention,0.0,0.44204437732696533
child,teach,0.0,0.4403976798057556
child,patient,0.44761904761904764,0.43802204728126526
child,dog,0.0,0.43734830617904663
child,hospital,0.5499999999999999,0.43692779541015625
child,own,0.0,0.4359951913356781
child,grandfather,0.43030303030303035,0.42872995138168335
child,responsibility,0.4238095238095238,0.4282158613204956
child,friend,0.5777777777777778,0.4275522828102112
child,case,0.48333333333333334,0.42754092812538147
child,violence,0.5499999999999999,0.42634454369544983
child,doctor,0.45555555555555555,0.4255727231502533
child,animal,0.5777777777777778,0.42131128907203674
child,classroom,0.5407407407407407,0.41918203234672546
child,deceased,0.5499999999999999,0.41896572709083557
child,deceased,0.5499999999999999,0.41896572709083557
child,individual,0.5333333333333333,0.4189023971557617
child,gender,0.45555555555555555,0.4157206416130066
child,gender,0.45555555555555555,0.4157206416130066
child,pet,0.0,0.41562768816947937
child,household,0.43703703703703706,0.4129577875137329
child,public,0.41111111111111115,0.411466509103775
child,relationship,0.35555555555555557,0.410810649394989
child,help,0.6333333333333333,0.4104926288127899
child,punishment,0.3666666666666667,0.40940073132514954
child,fear,0.0,0.4090051054954529
child,time,0.48333333333333334,0.4071730077266693
child,time,0.48333333333333334,0.4071730077266693
child,literacy,0.3833333333333333,0.4053996503353119
child,aid,0.5111111111111111,0.40510356426239014
child,day,0.0,0.40286707878112793
child,to,0.0,0.40175941586494446
child,human,0.4666666666666666,0.3992116153240204
child,court,0.4666666666666666,0.3957289159297943
child,prison,0.45555555555555555,0.39551371335983276
child,home,0.48333333333333334,0.3952840566635132
child,assistance,0.43333333333333335,0.39300066232681274
child,witness,0.44761904761904764,0.3929510712623596
child,society,0.5619047619047619,0.3906679153442383
child,crime,0.6,0.38967165350914
child,crime,0.6,0.38967165350914
child,princess,0.44166666666666665,0.3890109658241272
child,story,0.0,0.3887752890586853
child,justice,0.44761904761904764,0.3880842328071594
child,feel,0.48333333333333334,0.38803771138191223
child,man,0.0,0.38741353154182434
child,risk,0.48333333333333334,0.3872148394584656
child,church,0.5777777777777778,0.3864118158817291
child,thing,0.6,0.3863576352596283
child,affect,0.0,0.38601258397102356
child,situation,0.43703703703703706,0.3848809599876404
child,employee,0.44166666666666665,0.38383612036705017
child,neighbor,0.3833333333333333,0.38375145196914673
child,face,0.0,0.38329389691352844
child,widow,0.4666666666666666,0.38315367698669434
child,cause,0.4666666666666666,0.3816843628883362
child,cause,0.4666666666666666,0.3816843628883362
child,cause,0.4666666666666666,0.3816843628883362
child,cause,0.4666666666666666,0.3816843628883362
child,desire,0.45555555555555555,0.38010504841804504
child,suffer,0.0,0.3798466622829437
child,perpetrator,0.0,0.37900984287261963
child,fact,0.0,0.378537118434906
child,struggle,0.44166666666666665,0.3760845959186554
child,place,0.0,0.3758157193660736
child,place,0.0,0.3758157193660736
child,state,0.0,0.375518798828125
child,change,0.5777777777777778,0.3752140402793884
child,year,0.0,0.37497833371162415
child,year,0.0,0.37497833371162415
child,soldier,0.565079365079365,0.374949187040329
child,reason,0.0,0.37440773844718933
child,reason,0.0,0.37440773844718933
child,condition,0.5333333333333333,0.3740362226963043
child,pain,0.48333333333333334,0.3732667863368988
child,treat,0.0,0.3720433712005615
child,rest,0.0,0.37094029784202576
child,body,0.0,0.3708067536354065
child,gift,0.48333333333333334,0.37074509263038635
child,servant,0.0,0.368753045797348
child,bear,0.0,0.36808744072914124
child,concern,0.44761904761904764,0.36800268292427063
child,bride,0.6,0.3667372465133667
child,escape,0.45555555555555555,0.3636062443256378
child,instance,0.44166666666666665,0.36117950081825256
child,inmate,0.45555555555555555,0.36074861884117126
child,figure,0.45555555555555555,0.3598366677761078
child,judge,0.0,0.35884562134742737
child,judge,0.0,0.35884562134742737
child,judge,0.0,0.35884562134742737
child,whole,0.6,0.3572642207145691
child,support,0.0,0.3570081889629364
child,support,0.0,0.3570081889629364
child,treatment,0.0,0.35621580481529236
child,treatment,0.0,0.35621580481529236
child,suspect,0.0,0.356155127286911
child,step,0.0,0.35576561093330383
child,prisoner,0.44166666666666665,0.35538578033447266
child,employment,0.43333333333333335,0.3549186885356903
