CQ_String,Enslaved_String,Jaro-Winkler_Score,Cosine_Sim_Score
supply,supply,1.0,0.9999998807907104
supply,supplier,0.9097222222222223,0.6437413692474365
supply,equipment,0.5185185185185185,0.5883989930152893
supply,power,0.45555555555555555,0.5758404731750488
supply,quantity,0.5277777777777778,0.5541478991508484
supply,quantity,0.5277777777777778,0.5541478991508484
supply,provide,0.4365079365079365,0.5533500909805298
supply,manufacturer,0.4166666666666667,0.532780110836029
supply,energy,0.4444444444444444,0.5026472806930542
supply,distribution,0.4166666666666667,0.49178314208984375
supply,output,0.5555555555555555,0.49101313948631287
supply,source,0.5555555555555555,0.4895898401737213
supply,source,0.5555555555555555,0.4895898401737213
supply,capacity,0.5277777777777778,0.48554736375808716
supply,cost,0.47222222222222215,0.48146170377731323
supply,product,0.4365079365079365,0.4772776961326599
supply,product,0.4365079365079365,0.4772776961326599
supply,market,0.0,0.4710465669631958
supply,water,0.0,0.46680641174316406
supply,food,0.0,0.45291441679000854
supply,company,0.5396825396825397,0.4508724510669708
supply,transport,0.4259259259259259,0.44993311166763306
supply,sell,0.611111111111111,0.4447709619998932
supply,resource,0.5277777777777778,0.4434332549571991
supply,transportation,0.4920634920634921,0.44313982129096985
supply,customer,0.3611111111111111,0.4430582523345947
supply,order,0.0,0.4392641484737396
supply,carry,0.45555555555555555,0.43873998522758484
supply,plant,0.45555555555555555,0.433770090341568
supply,system,0.4444444444444444,0.4302395284175873
supply,unit,0.47222222222222215,0.42994189262390137
supply,unit,0.47222222222222215,0.42994189262390137
supply,input,0.41111111111111115,0.4273306727409363
supply,hardware,0.0,0.4232679009437561
supply,purchase,0.3611111111111111,0.4226265847682953
supply,consumer,0.5277777777777778,0.4211960434913635
supply,price,0.45555555555555555,0.41671615839004517
supply,price,0.45555555555555555,0.41671615839004517
supply,store,0.45555555555555555,0.4140581786632538
supply,shop,0.611111111111111,0.4140184819698334
supply,trade,0.0,0.41130930185317993
supply,trade,0.0,0.41130930185317993
supply,service,0.4365079365079365,0.40772244334220886
supply,provider,0.4305555555555555,0.40769949555397034
supply,component,0.4259259259259259,0.40749022364616394
supply,use,0.5,0.4059869050979614
supply,aid,0.0,0.40314289927482605
supply,emergency,0.4259259259259259,0.39923328161239624
supply,line,0.0,0.3938947021961212
supply,generate,0.0,0.39029890298843384
supply,construction,0.5,0.3902583718299866
supply,force,0.0,0.3846112787723541
supply,assistance,0.4222222222222222,0.3825201690196991
supply,specialty,0.7333333333333334,0.38207048177719116
supply,specialty,0.7333333333333334,0.38207048177719116
supply,amount,0.4444444444444444,0.381816565990448
supply,major,0.0,0.37729886174201965
supply,environment,0.0,0.3759516775608063
supply,charge,0.0,0.3743896484375
supply,material,0.4305555555555555,0.37425312399864197
supply,material,0.4305555555555555,0.37425312399864197
supply,establish,0.5185185185185185,0.37389010190963745
supply,information,0.0,0.37224167585372925
supply,access,0.0,0.37215718626976013
supply,purpose,0.5317460317460317,0.3719344735145569
supply,investment,0.4222222222222222,0.3719232678413391
supply,process,0.4365079365079365,0.3715324401855469
supply,protection,0.4222222222222222,0.37000560760498047
supply,value,0.41111111111111115,0.3697997033596039
supply,value,0.41111111111111115,0.3697997033596039
supply,employment,0.6,0.3686869144439697
supply,contractor,0.0,0.3674450218677521
supply,brand,0.0,0.36699825525283813
supply,government,0.0,0.3666349947452545
supply,temperature,0.41919191919191917,0.36603713035583496
supply,household,0.5,0.36559829115867615
supply,heat,0.0,0.36550775170326233
supply,knowledge,0.4259259259259259,0.3651250898838043
supply,knowledge,0.4259259259259259,0.3651250898838043
supply,level,0.45555555555555555,0.3624853193759918
supply,level,0.45555555555555555,0.3624853193759918
supply,basis,0.45555555555555555,0.3618231415748596
supply,concern,0.0,0.3613918125629425
supply,lack,0.0,0.36072057485580444
supply,printer,0.4365079365079365,0.35947129130363464
supply,distribute,0.4222222222222222,0.35740038752555847
supply,ability,0.5396825396825397,0.35485032200813293
supply,support,0.8476190476190476,0.3547554016113281
supply,support,0.8476190476190476,0.3547554016113281
supply,permit,0.4444444444444444,0.35406482219696045
supply,contain,0.0,0.3516254425048828
supply,help,0.4444444444444444,0.35118570923805237
supply,result,0.6666666666666666,0.35113397240638733
supply,result,0.6666666666666666,0.35113397240638733
supply,affect,0.0,0.3503754138946533
supply,money,0.45555555555555555,0.34956520795822144
supply,frequency,0.5185185185185185,0.3491400182247162
supply,frequency,0.5185185185185185,0.3491400182247162
supply,ship,0.611111111111111,0.34869858622550964
supply,responsibility,0.5714285714285715,0.3483830392360687
supply,buyer,0.45555555555555555,0.34747254848480225
supply,care,0.0,0.3468298017978668
supply,ground,0.4444444444444444,0.34666553139686584
supply,receive,0.0,0.34542837738990784
supply,acquire,0.4365079365079365,0.3450244069099426
supply,exchange,0.0,0.3448666036128998
supply,risk,0.47222222222222215,0.34402239322662354
supply,furniture,0.4259259259259259,0.3410279452800751
supply,duty,0.611111111111111,0.3403418958187103
supply,duty,0.611111111111111,0.3403418958187103
supply,light,0.0,0.3398154079914093
supply,impact,0.4444444444444444,0.339574933052063
supply,complete,0.5277777777777778,0.3374702036380768
supply,state,0.45555555555555555,0.3372664153575897
supply,own,0.0,0.33652645349502563
supply,area,0.0,0.33409130573272705
supply,area,0.0,0.33409130573272705
supply,plan,0.47222222222222215,0.3327510952949524
supply,choice,0.0,0.33272048830986023
supply,focus,0.45555555555555555,0.3320690393447876
supply,focus,0.45555555555555555,0.3320690393447876
supply,opportunity,0.5050505050505051,0.3318967819213867
supply,bank,0.0,0.3311381936073303
supply,cause,0.45555555555555555,0.33026862144470215
supply,cause,0.45555555555555555,0.33026862144470215
supply,cause,0.45555555555555555,0.33026862144470215
supply,cause,0.45555555555555555,0.33026862144470215
supply,consequence,0.41919191919191917,0.3294990062713623
supply,asset,0.45555555555555555,0.3294297158718109
supply,country,0.5396825396825397,0.3276289999485016
supply,country,0.5396825396825397,0.3276289999485016
supply,to,0.0,0.3273164629936218
supply,fraction,0.0,0.32731151580810547
supply,factor,0.0,0.3258386552333832
supply,damage,0.0,0.32542768120765686
supply,department,0.4222222222222222,0.3248840570449829
supply,manage,0.0,0.3239266574382782
supply,strength,0.4305555555555555,0.3238329589366913
supply,merchant,0.0,0.3228042721748352
supply,time,0.0,0.3225763440132141
supply,time,0.0,0.3225763440132141
supply,condition,0.0,0.3220420777797699
supply,region,0.0,0.32100170850753784
supply,individual,0.0,0.318977952003479
supply,whole,0.45555555555555555,0.31841540336608887
supply,change,0.0,0.3181687295436859
supply,point,0.45555555555555555,0.31797856092453003
supply,world,0.45555555555555555,0.3171460032463074
supply,capital,0.5396825396825397,0.3166227340698242
supply,treatment,0.0,0.3162970244884491
supply,treatment,0.0,0.3162970244884491
supply,part,0.47222222222222215,0.3161517083644867
supply,evaluate,0.3611111111111111,0.3159572184085846
supply,ink,0.0,0.3156868815422058
supply,contract,0.0,0.31519612669944763
supply,funding,0.4365079365079365,0.31493160128593445
supply,number,0.4444444444444444,0.3145182728767395
supply,software,0.4305555555555555,0.3128199279308319
supply,build,0.5777777777777778,0.31224989891052246
supply,portion,0.4365079365079365,0.31038156151771545
supply,reason,0.0,0.31008318066596985
supply,reason,0.0,0.31008318066596985
supply,sale,0.611111111111111,0.30996599793434143
supply,desire,0.4444444444444444,0.309908926486969
supply,end,0.0,0.3085251748561859
supply,home,0.0,0.3071666955947876
supply,effect,0.0,0.3062455952167511
supply,acquisition,0.41919191919191917,0.30576464533805847
supply,blood,0.0,0.30473431944847107
supply,manner,0.0,0.3043854534626007
supply,fire,0.0,0.30413874983787537
supply,possess,0.373015873015873,0.3034934997558594
supply,situation,0.5185185185185185,0.3031444847583771
supply,box,0.0,0.30297937989234924
